unique_hand,solvable,solution,num_combs,num_perms
"(1, 1, 1, 1)",False,,1,24
"(1, 1, 1, 2)",False,,16,384
"(1, 1, 1, 3)",False,,16,384
"(1, 1, 1, 4)",False,,16,384
"(1, 1, 1, 5)",False,,16,384
"(1, 1, 1, 6)",False,,16,384
"(1, 1, 1, 7)",False,,16,384
"(1, 1, 1, 8)",True,((1 + 1) + 1) * 8,16,384
"(1, 1, 1, 9)",False,,16,384
"(1, 1, 1, 10)",False,,16,384
"(1, 1, 1, 11)",True,(1 + 11) * (1 + 1),16,384
"(1, 1, 1, 12)",True,((1 + 1) * 1) * 12,16,384
"(1, 1, 1, 13)",True,(13 - 1) * (1 + 1),16,384
"(1, 1, 2, 2)",False,,36,864
"(1, 1, 2, 3)",False,,96,2304
"(1, 1, 2, 4)",False,,96,2304
"(1, 1, 2, 5)",False,,96,2304
"(1, 1, 2, 6)",True,((1 + 1) + 2) * 6,96,2304
"(1, 1, 2, 7)",True,(1 + 7) * (1 + 2),96,2304
"(1, 1, 2, 8)",True,((1 * 1) + 2) * 8,96,2304
"(1, 1, 2, 9)",True,(9 - 1) * (1 + 2),96,2304
"(1, 1, 2, 10)",True,((1 + 1) + 10) * 2,96,2304
"(1, 1, 2, 11)",True,((1 + 1) * 11) + 2,96,2304
"(1, 1, 2, 12)",True,((1 - 1) + 2) * 12,96,2304
"(1, 1, 2, 13)",True,((1 + 1) * 13) - 2,96,2304
"(1, 1, 3, 3)",False,,36,864
"(1, 1, 3, 4)",True,((1 + 1) * 3) * 4,96,2304
"(1, 1, 3, 5)",True,(1 + 5) * (1 + 3),96,2304
"(1, 1, 3, 6)",True,((1 + 1) + 6) * 3,96,2304
"(1, 1, 3, 7)",True,((1 * 1) + 7) * 3,96,2304
"(1, 1, 3, 8)",True,((1 - 1) + 3) * 8,96,2304
"(1, 1, 3, 9)",True,(3 + 9) * (1 + 1),96,2304
"(1, 1, 3, 10)",True,(10 - (1 + 1)) * 3,96,2304
"(1, 1, 3, 11)",True,(3 - 1) * (1 + 11),96,2304
"(1, 1, 3, 12)",True,(3 - (1 * 1)) * 12,96,2304
"(1, 1, 3, 13)",True,(1 - 13) * (1 - 3),96,2304
"(1, 1, 4, 4)",True,((1 + 1) + 4) * 4,36,864
"(1, 1, 4, 5)",True,((1 * 1) + 5) * 4,96,2304
"(1, 1, 4, 6)",True,((1 - 1) + 4) * 6,96,2304
"(1, 1, 4, 7)",True,(7 - (1 * 1)) * 4,96,2304
"(1, 1, 4, 8)",True,(4 + 8) * (1 + 1),96,2304
"(1, 1, 4, 9)",True,(1 - 9) * (1 - 4),96,2304
"(1, 1, 4, 10)",True,((1 + 1) * 10) + 4,96,2304
"(1, 1, 4, 11)",False,,96,2304
"(1, 1, 4, 12)",True,12 / ((1 + 1) / 4),96,2304
"(1, 1, 4, 13)",False,,96,2304
"(1, 1, 5, 5)",True,(5 * 5) - (1 * 1),36,864
"(1, 1, 5, 6)",True,(5 - (1 * 1)) * 6,96,2304
"(1, 1, 5, 7)",True,(5 + 7) * (1 + 1),96,2304
"(1, 1, 5, 8)",True,(5 - (1 + 1)) * 8,96,2304
"(1, 1, 5, 9)",False,,96,2304
"(1, 1, 5, 10)",False,,96,2304
"(1, 1, 5, 11)",False,,96,2304
"(1, 1, 5, 12)",False,,96,2304
"(1, 1, 5, 13)",False,,96,2304
"(1, 1, 6, 6)",True,(6 - (1 + 1)) * 6,36,864
"(1, 1, 6, 7)",False,,96,2304
"(1, 1, 6, 8)",True,8 / ((1 + 1) / 6),96,2304
"(1, 1, 6, 9)",True,((1 + 1) * 9) + 6,96,2304
"(1, 1, 6, 10)",False,,96,2304
"(1, 1, 6, 11)",False,,96,2304
"(1, 1, 6, 12)",True,((1 + 1) * 6) + 12,96,2304
"(1, 1, 6, 13)",False,,96,2304
"(1, 1, 7, 7)",False,,36,864
"(1, 1, 7, 8)",False,,96,2304
"(1, 1, 7, 9)",False,,96,2304
"(1, 1, 7, 10)",True,((1 + 1) * 7) + 10,96,2304
"(1, 1, 7, 11)",False,,96,2304
"(1, 1, 7, 12)",False,,96,2304
"(1, 1, 7, 13)",False,,96,2304
"(1, 1, 8, 8)",True,((1 + 1) * 8) + 8,36,864
"(1, 1, 8, 9)",False,,96,2304
"(1, 1, 8, 10)",False,,96,2304
"(1, 1, 8, 11)",False,,96,2304
"(1, 1, 8, 12)",False,,96,2304
"(1, 1, 8, 13)",False,,96,2304
"(1, 1, 9, 9)",False,,36,864
"(1, 1, 9, 10)",False,,96,2304
"(1, 1, 9, 11)",False,,96,2304
"(1, 1, 9, 12)",False,,96,2304
"(1, 1, 9, 13)",True,((1 + 1) + 9) + 13,96,2304
"(1, 1, 10, 10)",False,,36,864
"(1, 1, 10, 11)",False,,96,2304
"(1, 1, 10, 12)",True,((1 + 1) + 10) + 12,96,2304
"(1, 1, 10, 13)",True,((1 * 1) + 10) + 13,96,2304
"(1, 1, 11, 11)",True,((1 + 1) + 11) + 11,36,864
"(1, 1, 11, 12)",True,((1 * 1) + 11) + 12,96,2304
"(1, 1, 11, 13)",True,((1 - 1) + 11) + 13,96,2304
"(1, 1, 12, 12)",True,((1 - 1) + 12) + 12,36,864
"(1, 1, 12, 13)",True,13 - ((1 * 1) - 12),96,2304
"(1, 1, 13, 13)",True,13 - ((1 + 1) - 13),36,864
"(1, 2, 2, 2)",False,,16,384
"(1, 2, 2, 3)",False,,96,2304
"(1, 2, 2, 4)",True,((1 + 2) * 2) * 4,96,2304
"(1, 2, 2, 5)",True,((1 + 5) * 2) * 2,96,2304
"(1, 2, 2, 6)",True,(2 + 6) * (1 + 2),96,2304
"(1, 2, 2, 7)",True,(7 - 1) * (2 + 2),96,2304
"(1, 2, 2, 8)",True,(2 - (1 - 2)) * 8,96,2304
"(1, 2, 2, 9)",True,((1 + 2) + 9) * 2,96,2304
"(1, 2, 2, 10)",True,(10 - 2) * (1 + 2),96,2304
"(1, 2, 2, 11)",True,(11 - (1 - 2)) * 2,96,2304
"(1, 2, 2, 12)",True,((1 + 12) * 2) - 2,96,2304
"(1, 2, 2, 13)",True,((1 - 2) + 13) * 2,96,2304
"(1, 2, 3, 3)",True,((1 + 3) * 2) * 3,96,2304
"(1, 2, 3, 4)",True,((1 + 2) + 3) * 4,256,6144
"(1, 2, 3, 5)",True,((1 + 2) + 5) * 3,256,6144
"(1, 2, 3, 6)",True,(3 - (1 - 2)) * 6,256,6144
"(1, 2, 3, 7)",True,((1 + 2) * 7) + 3,256,6144
"(1, 2, 3, 8)",True,((1 + 3) + 8) * 2,256,6144
"(1, 2, 3, 9)",True,((1 + 2) * 9) - 3,256,6144
"(1, 2, 3, 10)",True,(10 - (1 * 2)) * 3,256,6144
"(1, 2, 3, 11)",True,(11 - (1 + 2)) * 3,256,6144
"(1, 2, 3, 12)",True,((1 - 2) + 3) * 12,256,6144
"(1, 2, 3, 13)",True,(2 * 13) + (1 - 3),256,6144
"(1, 2, 4, 4)",True,(4 + 4) * (1 + 2),96,2304
"(1, 2, 4, 5)",True,(5 - (1 - 2)) * 4,256,6144
"(1, 2, 4, 6)",True,((2 - 1) * 4) * 6,256,6144
"(1, 2, 4, 7)",True,((1 - 2) + 7) * 4,256,6144
"(1, 2, 4, 8)",True,((1 - 2) + 4) * 8,256,6144
"(1, 2, 4, 9)",True,(9 - (1 + 2)) * 4,256,6144
"(1, 2, 4, 10)",True,((1 * 2) * 10) + 4,256,6144
"(1, 2, 4, 11)",True,((1 + 11) / 2) * 4,256,6144
"(1, 2, 4, 12)",True,((1 + 2) * 4) + 12,256,6144
"(1, 2, 4, 13)",True,((1 + 13) * 2) - 4,256,6144
"(1, 2, 5, 5)",True,(5 * 5) + (1 - 2),96,2304
"(1, 2, 5, 6)",True,((1 - 2) + 5) * 6,256,6144
"(1, 2, 5, 7)",True,(5 + 7) * (1 * 2),256,6144
"(1, 2, 5, 8)",True,(5 - (1 * 2)) * 8,256,6144
"(1, 2, 5, 9)",True,((1 + 2) * 5) + 9,256,6144
"(1, 2, 5, 10)",True,(2 * 10) - (1 - 5),256,6144
"(1, 2, 5, 11)",False,,256,6144
"(1, 2, 5, 12)",True,(5 - (1 + 2)) * 12,256,6144
"(1, 2, 5, 13)",True,(13 - 5) * (1 + 2),256,6144
"(1, 2, 6, 6)",True,((1 + 2) * 6) + 6,96,2304
"(1, 2, 6, 7)",True,(7 - (1 + 2)) * 6,256,6144
"(1, 2, 6, 8)",True,(6 - (1 + 2)) * 8,256,6144
"(1, 2, 6, 9)",True,((1 * 2) * 9) + 6,256,6144
"(1, 2, 6, 10)",True,((1 + 2) * 10) - 6,256,6144
"(1, 2, 6, 11)",True,(2 * 6) + (1 + 11),256,6144
"(1, 2, 6, 12)",True,12 / ((1 + 2) / 6),256,6144
"(1, 2, 6, 13)",True,(2 * 6) - (1 - 13),256,6144
"(1, 2, 7, 7)",True,((7 * 7) - 1) / 2,96,2304
"(1, 2, 7, 8)",True,((1 + 7) * 2) + 8,256,6144
"(1, 2, 7, 9)",True,(2 * 9) - (1 - 7),256,6144
"(1, 2, 7, 10)",True,((1 * 2) * 7) + 10,256,6144
"(1, 2, 7, 11)",True,(2 * 7) - (1 - 11),256,6144
"(1, 2, 7, 12)",True,12 - ((1 - 7) * 2),256,6144
"(1, 2, 7, 13)",False,,256,6144
"(1, 2, 8, 8)",True,((1 * 2) * 8) + 8,96,2304
"(1, 2, 8, 9)",True,9 / ((1 + 2) / 8),256,6144
"(1, 2, 8, 10)",True,10 - ((1 - 8) * 2),256,6144
"(1, 2, 8, 11)",False,,256,6144
"(1, 2, 8, 12)",False,,256,6144
"(1, 2, 8, 13)",True,((1 + 2) + 8) + 13,256,6144
"(1, 2, 9, 9)",False,,96,2304
"(1, 2, 9, 10)",False,,256,6144
"(1, 2, 9, 11)",True,((1 + 2) * 11) - 9,256,6144
"(1, 2, 9, 12)",True,((1 + 2) + 9) + 12,256,6144
"(1, 2, 9, 13)",True,((1 * 2) + 9) + 13,256,6144
"(1, 2, 10, 10)",False,,96,2304
"(1, 2, 10, 11)",True,((1 + 2) + 10) + 11,256,6144
"(1, 2, 10, 12)",True,((1 * 2) + 10) + 12,256,6144
"(1, 2, 10, 13)",True,13 - ((1 - 2) - 10),256,6144
"(1, 2, 11, 11)",True,((1 * 2) + 11) + 11,96,2304
"(1, 2, 11, 12)",True,12 - ((1 - 2) - 11),256,6144
"(1, 2, 11, 13)",True,13 - ((1 - 2) * 11),256,6144
"(1, 2, 12, 12)",True,((1 + 2) * 12) - 12,96,2304
"(1, 2, 12, 13)",True,((1 - 2) + 12) + 13,256,6144
"(1, 2, 13, 13)",True,13 - ((1 * 2) - 13),96,2304
"(1, 3, 3, 3)",True,(3 + 3) * (1 + 3),16,384
"(1, 3, 3, 4)",True,((1 + 3) + 4) * 3,96,2304
"(1, 3, 3, 5)",True,((1 * 3) + 5) * 3,96,2304
"(1, 3, 3, 6)",True,(6 - (1 - 3)) * 3,96,2304
"(1, 3, 3, 7)",True,((1 * 3) * 7) + 3,96,2304
"(1, 3, 3, 8)",True,((1 + 8) * 3) - 3,96,2304
"(1, 3, 3, 9)",True,(9 - 3) * (1 + 3),96,2304
"(1, 3, 3, 10)",True,((1 - 3) + 10) * 3,96,2304
"(1, 3, 3, 11)",True,(11 - (1 * 3)) * 3,96,2304
"(1, 3, 3, 12)",True,((1 + 3) * 3) + 12,96,2304
"(1, 3, 3, 13)",False,,96,2304
"(1, 3, 4, 4)",True,(4 - (1 - 3)) * 4,96,2304
"(1, 3, 4, 5)",True,((1 + 3) * 5) + 4,256,6144
"(1, 3, 4, 6)",True,6 / (1 - (3 / 4)),256,6144
"(1, 3, 4, 7)",True,((1 + 3) * 7) - 4,256,6144
"(1, 3, 4, 8)",True,((1 + 3) * 4) + 8,256,6144
"(1, 3, 4, 9)",True,(9 - (1 * 3)) * 4,256,6144
"(1, 3, 4, 10)",True,(10 - (1 + 3)) * 4,256,6144
"(1, 3, 4, 11)",True,((1 - 4) + 11) * 3,256,6144
"(1, 3, 4, 12)",True,((1 - 3) + 4) * 12,256,6144
"(1, 3, 4, 13)",True,(13 - (1 + 4)) * 3,256,6144
"(1, 3, 5, 5)",False,,96,2304
"(1, 3, 5, 6)",True,((1 + 5) * 3) + 6,256,6144
"(1, 3, 5, 7)",True,(7 - 3) * (1 + 5),256,6144
"(1, 3, 5, 8)",True,((1 - 3) + 5) * 8,256,6144
"(1, 3, 5, 9)",True,((1 * 3) * 5) + 9,256,6144
"(1, 3, 5, 10)",True,(3 * 10) - (1 + 5),256,6144
"(1, 3, 5, 11)",True,(11 - 5) * (1 + 3),256,6144
"(1, 3, 5, 12)",True,(5 - (1 * 3)) * 12,256,6144
"(1, 3, 5, 13)",True,(13 - 5) * (1 * 3),256,6144
"(1, 3, 6, 6)",True,((1 - 3) + 6) * 6,96,2304
"(1, 3, 6, 7)",True,(7 - (1 * 3)) * 6,256,6144
"(1, 3, 6, 8)",True,(8 - (1 + 3)) * 6,256,6144
"(1, 3, 6, 9)",True,6 - ((1 - 3) * 9),256,6144
"(1, 3, 6, 10)",True,((1 * 3) * 10) - 6,256,6144
"(1, 3, 6, 11)",True,((1 + 11) / 3) * 6,256,6144
"(1, 3, 6, 12)",True,(6 - (1 + 3)) * 12,256,6144
"(1, 3, 6, 13)",True,((1 - 6) + 13) * 3,256,6144
"(1, 3, 7, 7)",True,(3 - 7) * (1 - 7),96,2304
"(1, 3, 7, 8)",True,(7 - (1 + 3)) * 8,256,6144
"(1, 3, 7, 9)",True,((1 + 7) / 3) * 9,256,6144
"(1, 3, 7, 10)",True,10 - ((1 - 3) * 7),256,6144
"(1, 3, 7, 11)",False,,256,6144
"(1, 3, 7, 12)",True,(7 - 1) / (3 / 12),256,6144
"(1, 3, 7, 13)",True,((1 + 3) + 7) + 13,256,6144
"(1, 3, 8, 8)",True,((1 + 3) * 8) - 8,96,2304
"(1, 3, 8, 9)",True,9 / ((1 * 3) / 8),256,6144
"(1, 3, 8, 10)",True,(10 - 1) / (3 / 8),256,6144
"(1, 3, 8, 11)",True,(3 * 11) - (1 + 8),256,6144
"(1, 3, 8, 12)",True,((1 + 3) + 8) + 12,256,6144
"(1, 3, 8, 13)",True,((1 * 3) + 8) + 13,256,6144
"(1, 3, 9, 9)",True,(9 - 1) / (3 / 9),96,2304
"(1, 3, 9, 10)",True,((1 + 10) * 3) - 9,256,6144
"(1, 3, 9, 11)",True,((1 + 3) + 9) + 11,256,6144
"(1, 3, 9, 12)",True,((1 + 3) * 9) - 12,256,6144
"(1, 3, 9, 13)",True,13 - ((1 - 3) - 9),256,6144
"(1, 3, 10, 10)",True,((1 + 3) + 10) + 10,96,2304
"(1, 3, 10, 11)",True,((1 * 3) + 10) + 11,256,6144
"(1, 3, 10, 12)",True,12 - ((1 - 3) - 10),256,6144
"(1, 3, 10, 13)",False,,256,6144
"(1, 3, 11, 11)",True,11 - ((1 - 3) - 11),96,2304
"(1, 3, 11, 12)",True,((1 + 11) * 3) - 12,256,6144
"(1, 3, 11, 13)",False,,256,6144
"(1, 3, 12, 12)",True,((1 * 3) * 12) - 12,96,2304
"(1, 3, 12, 13)",True,(3 * 12) + (1 - 13),256,6144
"(1, 3, 13, 13)",True,((1 - 3) + 13) + 13,96,2304
"(1, 4, 4, 4)",True,((1 + 4) * 4) + 4,16,384
"(1, 4, 4, 5)",True,((1 * 4) * 5) + 4,96,2304
"(1, 4, 4, 6)",True,((1 + 6) * 4) - 4,96,2304
"(1, 4, 4, 7)",True,((1 * 4) * 7) - 4,96,2304
"(1, 4, 4, 8)",True,((1 * 4) * 4) + 8,96,2304
"(1, 4, 4, 9)",True,((1 - 4) + 9) * 4,96,2304
"(1, 4, 4, 10)",True,(10 - (1 * 4)) * 4,96,2304
"(1, 4, 4, 11)",True,(11 - (1 + 4)) * 4,96,2304
"(1, 4, 4, 12)",True,12 - ((1 - 4) * 4),96,2304
"(1, 4, 4, 13)",False,,96,2304
"(1, 4, 5, 5)",True,4 - ((1 - 5) * 5),96,2304
"(1, 4, 5, 6)",True,6 / ((5 / 4) - 1),256,6144
"(1, 4, 5, 7)",True,(4 * 7) + (1 - 5),256,6144
"(1, 4, 5, 8)",True,(8 - 4) * (1 + 5),256,6144
"(1, 4, 5, 9)",True,9 - ((1 - 4) * 5),256,6144
"(1, 4, 5, 10)",True,((1 - 5) + 10) * 4,256,6144
"(1, 4, 5, 11)",True,(11 - 5) * (1 * 4),256,6144
"(1, 4, 5, 12)",True,((1 - 4) + 5) * 12,256,6144
"(1, 4, 5, 13)",True,(5 - 13) * (1 - 4),256,6144
"(1, 4, 6, 6)",True,((1 + 4) * 6) - 6,96,2304
"(1, 4, 6, 7)",True,((1 - 4) + 7) * 6,256,6144
"(1, 4, 6, 8)",True,((1 - 4) + 6) * 8,256,6144
"(1, 4, 6, 9)",True,(9 - (1 + 4)) * 6,256,6144
"(1, 4, 6, 10)",True,((4 - 1) * 10) - 6,256,6144
"(1, 4, 6, 11)",True,((1 - 6) + 11) * 4,256,6144
"(1, 4, 6, 12)",True,(6 - (1 * 4)) * 12,256,6144
"(1, 4, 6, 13)",True,((1 + 4) + 6) + 13,256,6144
"(1, 4, 7, 7)",True,(7 - 4) * (1 + 7),96,2304
"(1, 4, 7, 8)",True,(7 - (1 * 4)) * 8,256,6144
"(1, 4, 7, 9)",True,(4 - 7) * (1 - 9),256,6144
"(1, 4, 7, 10)",False,,256,6144
"(1, 4, 7, 11)",True,((1 + 4) * 7) - 11,256,6144
"(1, 4, 7, 12)",True,((1 + 4) + 7) + 12,256,6144
"(1, 4, 7, 13)",True,((1 * 4) + 7) + 13,256,6144
"(1, 4, 8, 8)",True,(8 - (1 + 4)) * 8,96,2304
"(1, 4, 8, 9)",True,(4 * 8) + (1 - 9),256,6144
"(1, 4, 8, 10)",False,,256,6144
"(1, 4, 8, 11)",True,((1 + 4) + 8) + 11,256,6144
"(1, 4, 8, 12)",True,((1 * 4) + 8) + 12,256,6144
"(1, 4, 8, 13)",True,13 - ((1 - 4) - 8),256,6144
"(1, 4, 9, 9)",False,,96,2304
"(1, 4, 9, 10)",True,((1 + 4) + 9) + 10,256,6144
"(1, 4, 9, 11)",True,((1 * 4) + 9) + 11,256,6144
"(1, 4, 9, 12)",True,12 - ((1 - 4) - 9),256,6144
"(1, 4, 9, 13)",True,(4 * 9) + (1 - 13),256,6144
"(1, 4, 10, 10)",True,((1 * 4) + 10) + 10,96,2304
"(1, 4, 10, 11)",True,11 - ((1 - 4) - 10),256,6144
"(1, 4, 10, 12)",True,12 / ((1 + 4) / 10),256,6144
"(1, 4, 10, 13)",False,,256,6144
"(1, 4, 11, 11)",False,,96,2304
"(1, 4, 11, 12)",False,,256,6144
"(1, 4, 11, 13)",False,,256,6144
"(1, 4, 12, 12)",True,((4 - 1) * 12) - 12,96,2304
"(1, 4, 12, 13)",False,,256,6144
"(1, 4, 13, 13)",False,,96,2304
"(1, 5, 5, 5)",True,(5 - (1 / 5)) * 5,16,384
"(1, 5, 5, 6)",True,((1 + 5) * 5) - 6,96,2304
"(1, 5, 5, 7)",False,,96,2304
"(1, 5, 5, 8)",False,,96,2304
"(1, 5, 5, 9)",True,(9 - 5) * (1 + 5),96,2304
"(1, 5, 5, 10)",True,((10 - 5) * 5) - 1,96,2304
"(1, 5, 5, 11)",True,(5 - 11) * (1 - 5),96,2304
"(1, 5, 5, 12)",True,((5 / 5) + 1) * 12,96,2304
"(1, 5, 5, 13)",True,((1 + 5) + 5) + 13,96,2304
"(1, 5, 6, 6)",True,((1 * 5) * 6) - 6,96,2304
"(1, 5, 6, 7)",True,(5 * 6) + (1 - 7),256,6144
"(1, 5, 6, 8)",True,((1 - 5) + 8) * 6,256,6144
"(1, 5, 6, 9)",True,(9 - (1 * 5)) * 6,256,6144
"(1, 5, 6, 10)",True,(10 - (1 + 5)) * 6,256,6144
"(1, 5, 6, 11)",True,((1 + 6) * 5) - 11,256,6144
"(1, 5, 6, 12)",True,((1 + 5) + 6) + 12,256,6144
"(1, 5, 6, 13)",True,((1 * 5) + 6) + 13,256,6144
"(1, 5, 7, 7)",False,,96,2304
"(1, 5, 7, 8)",True,((1 - 5) + 7) * 8,256,6144
"(1, 5, 7, 9)",True,(5 - 9) * (1 - 7),256,6144
"(1, 5, 7, 10)",True,(5 * 7) - (1 + 10),256,6144
"(1, 5, 7, 11)",True,((1 + 5) + 7) + 11,256,6144
"(1, 5, 7, 12)",True,((1 * 5) + 7) + 12,256,6144
"(1, 5, 7, 13)",True,13 - ((1 - 5) - 7),256,6144
"(1, 5, 8, 8)",True,(8 - (1 * 5)) * 8,96,2304
"(1, 5, 8, 9)",True,(9 - (1 + 5)) * 8,256,6144
"(1, 5, 8, 10)",True,((1 + 5) + 8) + 10,256,6144
"(1, 5, 8, 11)",True,((1 * 5) + 8) + 11,256,6144
"(1, 5, 8, 12)",True,(8 - (1 + 5)) * 12,256,6144
"(1, 5, 8, 13)",True,((13 - 8) * 5) - 1,256,6144
"(1, 5, 9, 9)",True,((1 + 5) + 9) + 9,96,2304
"(1, 5, 9, 10)",True,((1 * 5) + 9) + 10,256,6144
"(1, 5, 9, 11)",True,11 - ((1 - 5) - 9),256,6144
"(1, 5, 9, 12)",True,((1 + 9) / 5) * 12,256,6144
"(1, 5, 9, 13)",True,(13 - 9) * (1 + 5),256,6144
"(1, 5, 10, 10)",True,10 - ((1 - 5) - 10),96,2304
"(1, 5, 10, 11)",True,((1 + 11) / 5) * 10,256,6144
"(1, 5, 10, 12)",True,12 / ((1 * 5) / 10),256,6144
"(1, 5, 10, 13)",True,(13 - 1) / (5 / 10),256,6144
"(1, 5, 11, 11)",True,((11 * 11) - 1) / 5,96,2304
"(1, 5, 11, 12)",True,(11 - 1) / (5 / 12),256,6144
"(1, 5, 11, 13)",False,,256,6144
"(1, 5, 12, 12)",True,12 / ((1 + 5) / 12),96,2304
"(1, 5, 12, 13)",False,,256,6144
"(1, 5, 13, 13)",False,,96,2304
"(1, 6, 6, 6)",True,((6 - 1) * 6) - 6,16,384
"(1, 6, 6, 7)",False,,96,2304
"(1, 6, 6, 8)",True,6 / (1 - (6 / 8)),96,2304
"(1, 6, 6, 9)",True,((1 - 6) + 9) * 6,96,2304
"(1, 6, 6, 10)",True,(10 - (1 * 6)) * 6,96,2304
"(1, 6, 6, 11)",True,((1 + 6) + 6) + 11,96,2304
"(1, 6, 6, 12)",True,((1 * 6) + 6) + 12,96,2304
"(1, 6, 6, 13)",True,13 - ((1 - 6) - 6),96,2304
"(1, 6, 7, 7)",False,,96,2304
"(1, 6, 7, 8)",False,,256,6144
"(1, 6, 7, 9)",True,(9 - 6) * (1 + 7),256,6144
"(1, 6, 7, 10)",True,((1 + 6) + 7) + 10,256,6144
"(1, 6, 7, 11)",True,((1 * 6) + 7) + 11,256,6144
"(1, 6, 7, 12)",True,((1 - 6) + 7) * 12,256,6144
"(1, 6, 7, 13)",False,,256,6144
"(1, 6, 8, 8)",True,((1 - 6) + 8) * 8,96,2304
"(1, 6, 8, 9)",True,((1 + 6) + 8) + 9,256,6144
"(1, 6, 8, 10)",True,(10 - (1 + 6)) * 8,256,6144
"(1, 6, 8, 11)",True,11 - ((1 - 6) - 8),256,6144
"(1, 6, 8, 12)",True,(8 - (1 * 6)) * 12,256,6144
"(1, 6, 8, 13)",True,(13 - (1 + 8)) * 6,256,6144
"(1, 6, 9, 9)",True,((1 * 6) + 9) + 9,96,2304
"(1, 6, 9, 10)",True,10 - ((1 - 6) - 9),256,6144
"(1, 6, 9, 11)",False,,256,6144
"(1, 6, 9, 12)",True,(9 - (1 + 6)) * 12,256,6144
"(1, 6, 9, 13)",True,(13 - 9) * (1 * 6),256,6144
"(1, 6, 10, 10)",False,,96,2304
"(1, 6, 10, 11)",False,,256,6144
"(1, 6, 10, 12)",True,12 / ((6 - 1) / 10),256,6144
"(1, 6, 10, 13)",True,((1 - 10) + 13) * 6,256,6144
"(1, 6, 11, 11)",False,,96,2304
"(1, 6, 11, 12)",True,((1 + 11) / 6) * 12,256,6144
"(1, 6, 11, 13)",True,((11 * 13) + 1) / 6,256,6144
"(1, 6, 12, 12)",True,12 / ((1 * 6) / 12),96,2304
"(1, 6, 12, 13)",True,(13 - 1) / (6 / 12),256,6144
"(1, 6, 13, 13)",False,,96,2304
"(1, 7, 7, 7)",False,,16,384
"(1, 7, 7, 8)",False,,96,2304
"(1, 7, 7, 9)",True,((1 + 7) + 7) + 9,96,2304
"(1, 7, 7, 10)",True,(10 - 7) * (1 + 7),96,2304
"(1, 7, 7, 11)",True,11 - ((1 - 7) - 7),96,2304
"(1, 7, 7, 12)",True,((7 / 7) + 1) * 12,96,2304
"(1, 7, 7, 13)",False,,96,2304
"(1, 7, 8, 8)",True,((1 + 7) + 8) + 8,96,2304
"(1, 7, 8, 9)",True,((1 - 7) + 9) * 8,256,6144
"(1, 7, 8, 10)",True,10 - ((1 - 7) - 8),256,6144
"(1, 7, 8, 11)",True,(11 - (1 + 7)) * 8,256,6144
"(1, 7, 8, 12)",True,((1 - 7) + 8) * 12,256,6144
"(1, 7, 8, 13)",False,,256,6144
"(1, 7, 9, 9)",True,9 - ((1 - 7) - 9),96,2304
"(1, 7, 9, 10)",True,(7 - 10) * (1 - 9),256,6144
"(1, 7, 9, 11)",True,(9 - 7) * (1 + 11),256,6144
"(1, 7, 9, 12)",True,(12 - 9) * (1 + 7),256,6144
"(1, 7, 9, 13)",True,(9 - 13) * (1 - 7),256,6144
"(1, 7, 10, 10)",False,,96,2304
"(1, 7, 10, 11)",False,,256,6144
"(1, 7, 10, 12)",True,(10 - (1 + 7)) * 12,256,6144
"(1, 7, 10, 13)",True,(13 - 10) * (1 + 7),256,6144
"(1, 7, 11, 11)",False,,96,2304
"(1, 7, 11, 12)",False,,256,6144
"(1, 7, 11, 13)",False,,256,6144
"(1, 7, 12, 12)",True,12 / ((7 - 1) / 12),96,2304
"(1, 7, 12, 13)",True,((1 + 13) / 7) * 12,256,6144
"(1, 7, 13, 13)",True,((13 * 13) - 1) / 7,96,2304
"(1, 8, 8, 8)",True,((1 * 8) + 8) + 8,16,384
"(1, 8, 8, 9)",True,9 - ((1 - 8) - 8),96,2304
"(1, 8, 8, 10)",True,((1 - 8) + 10) * 8,96,2304
"(1, 8, 8, 11)",True,(11 - (1 * 8)) * 8,96,2304
"(1, 8, 8, 12)",True,(12 - (1 + 8)) * 8,96,2304
"(1, 8, 8, 13)",False,,96,2304
"(1, 8, 9, 9)",False,,96,2304
"(1, 8, 9, 10)",False,,256,6144
"(1, 8, 9, 11)",True,((1 - 9) + 11) * 8,256,6144
"(1, 8, 9, 12)",True,((1 - 8) + 9) * 12,256,6144
"(1, 8, 9, 13)",True,(13 - (1 + 9)) * 8,256,6144
"(1, 8, 10, 10)",False,,96,2304
"(1, 8, 10, 11)",True,(10 - 8) * (1 + 11),256,6144
"(1, 8, 10, 12)",True,(10 - (1 * 8)) * 12,256,6144
"(1, 8, 10, 13)",True,(13 - 10) * (1 * 8),256,6144
"(1, 8, 11, 11)",False,,96,2304
"(1, 8, 11, 12)",True,(11 - (1 + 8)) * 12,256,6144
"(1, 8, 11, 13)",True,((1 - 11) + 13) * 8,256,6144
"(1, 8, 12, 12)",True,12 / ((12 / 8) - 1),96,2304
"(1, 8, 12, 13)",False,,256,6144
"(1, 8, 13, 13)",False,,96,2304
"(1, 9, 9, 9)",False,,16,384
"(1, 9, 9, 10)",False,,96,2304
"(1, 9, 9, 11)",False,,96,2304
"(1, 9, 9, 12)",True,(9 - 12) * (1 - 9),96,2304
"(1, 9, 9, 13)",False,,96,2304
"(1, 9, 10, 10)",False,,96,2304
"(1, 9, 10, 11)",False,,256,6144
